player_id,nombre,liga,eventos_total,tiros,tiros_a_puerta,goles,penales_tirados,penales_metidos,tiros_fuera_area,tiros_fuera_a_puerta,goles_fuera_area,tiros_area_grande,goles_area_grande,tiros_area_pequena,goles_area_pequena,tiros_cabeza,goles_cabeza,tiros_pie_izq,goles_pie_izq,tiros_pie_der,goles_pie_der,tiros_falta_directa,goles_falta_directa,tiros_tras_cruce,goles_tras_cruce,tiros_bloqueados,regates_intentados,regates_exitosos,regates_ultimo_tercio,regates_ultimo_tercio_ok,pases_clave,pases_clave_desde_cruce,pases_asistencia,recuperaciones_total,recuperaciones_ultimo_tercio,recuperaciones_zona_baja,entradas_total,entradas_exitosas,entradas_ultimo_tercio,intercepciones_total,intercepciones_zona_baja,aereos_total,aereos_ganados,distancia_promedio_tiro,acierto_tiros_fuera_pct,puerta_tiros_fuera_pct,pct_goles_desde_fuera,pct_tiros_desde_fuera,pct_tiros_pie_izq,pct_tiros_pie_der,pct_tiros_cabeza,pct_regates_exito,pct_aereos_ganados,pct_entradas_exitosas,xg,g_menos_xg
bzeja4e1ke6el81p1nh3ubnbp,R. Cáceres,Brasil A,1287,12,10,2,0,0,3,3,0,9,2,0,0,2,1,2,1,7,0,1,0,8,2,9,17,7,9,4,15,0,0,46,5,34,32,21,3,9,9,41,23,17.0,0.0,100.0,0.0,25.0,16.7,58.3,16.7,41.2,56.1,65.6,1.28,0.72
5kxl3fn1tkzy8n831aql93a0a,B. Craig,MLS,1287,12,6,0,0,0,8,6,0,4,0,0,0,1,0,1,0,9,0,0,0,4,0,7,3,2,1,0,8,0,0,41,4,27,22,15,0,15,12,40,19,18.0,0.0,75.0,0.0,66.7,8.3,75.0,8.3,66.7,47.5,68.2,0.83,-0.83
c5lzozvx7q897ugyibpfw3zyt,E. Pulgar,Brasil A,1286,7,5,1,0,0,3,2,0,4,1,0,0,3,1,0,0,4,0,0,0,4,1,5,8,4,0,0,13,0,0,68,3,44,18,13,0,24,17,27,19,20.6,0.0,66.7,0.0,42.9,0.0,57.1,42.9,50.0,70.4,72.2,0.63,0.37
4rogmclez6g0mc0eu0r2zks2c,D. Hernández,Brasil B,1285,47,31,5,1,0,32,20,4,13,1,2,0,0,0,4,0,2,0,2,0,5,1,26,42,19,26,11,35,0,0,59,8,42,22,13,2,6,5,27,5,27.7,12.5,62.5,80.0,68.1,8.5,4.3,0.0,45.2,18.5,59.1,4.23,0.77
e1q5sy3q2ujbo45r47aag9wid,L. Flores,Colombia,1285,16,11,2,3,0,10,7,1,6,1,0,0,1,0,4,1,3,0,1,0,5,1,9,25,10,4,1,21,0,0,80,2,60,35,26,1,21,16,36,21,23.8,10.0,70.0,50.0,62.5,25.0,18.8,6.2,40.0,58.3,74.3,3.54,-1.54
96ab415nf8lihg3d188f3lvmy,L. Souto,Argentina,1283,4,2,0,1,0,1,1,0,2,0,1,0,3,0,0,0,1,0,0,0,3,0,2,30,11,9,5,8,0,0,55,1,47,26,20,4,23,18,61,27,17.5,0.0,100.0,0.0,25.0,0.0,25.0,75.0,36.7,44.3,76.9,1.33,-1.33
4al1tfuft22n9dkslzu4npmfp,E. Chaux,Colombia,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,36,0,0,0,0,0,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0
9o7dle9x2co12u1nt8c9icq1h,G. Varela,Brasil A,1282,5,3,0,0,0,0,0,0,3,0,2,0,2,0,2,0,1,0,0,0,2,0,4,18,7,8,2,6,0,0,42,7,31,27,15,1,8,4,37,17,27.4,0.0,0.0,0.0,0.0,40.0,20.0,40.0,38.9,45.9,55.6,0.88,-0.88
3i66iyijtz2p4xd7ngsc444ph,A. Martínez,Chile,1282,23,14,3,1,0,18,11,1,5,2,0,0,0,0,2,1,11,1,0,0,4,0,11,23,10,11,4,14,0,0,81,6,61,26,21,1,11,8,23,9,26.3,5.6,61.1,33.3,78.3,8.7,47.8,0.0,43.5,39.1,80.8,2.15,0.85
5pce38o3mzxkosw2mscnesrv8,Pablo Maia,Brasil A,1281,10,4,1,1,0,8,3,0,2,1,0,0,0,0,2,1,4,0,0,0,4,0,5,7,4,1,0,4,0,0,75,3,49,28,15,4,6,2,24,16,32.1,0.0,37.5,0.0,80.0,20.0,40.0,0.0,57.1,66.7,53.6,1.37,-0.37
8jw276buavs4scpg8rvzkfaei,Y. Góez,Colombia,1281,14,8,2,1,0,11,5,1,2,0,1,1,0,0,1,0,12,2,0,0,4,2,6,27,14,5,3,16,0,0,101,8,59,25,18,2,11,5,26,12,29.6,9.1,45.5,50.0,78.6,7.1,85.7,0.0,51.9,46.2,72.0,1.73,0.27
9rt2vw6f1stsqh14v4hgj3euh,Gabriel Taliari,Brasil A,1279,59,36,8,2,0,14,9,0,38,4,7,4,16,2,13,2,24,4,8,0,28,4,32,42,17,14,5,15,0,0,74,8,52,30,18,4,7,6,82,22,19.3,0.0,64.3,0.0,23.7,22.0,40.7,27.1,40.5,26.8,60.0,8.74,-0.74
bnbdnb8khsglc2ranxnorc5bd,F. Torres,Brasil A,1279,31,25,6,1,0,8,5,0,19,4,4,2,4,1,13,4,0,0,4,0,15,5,19,45,13,23,7,30,0,0,80,10,61,17,10,1,5,4,35,11,21.4,0.0,62.5,0.0,25.8,41.9,0.0,12.9,28.9,31.4,58.8,4.53,1.47
4nqojnfcyud86ocuiic0dlfxl,C. Ferreira,Argentina,1279,44,27,3,0,0,33,21,1,11,2,0,0,2,0,5,2,34,1,2,0,9,1,24,69,32,39,15,33,0,0,67,7,46,13,7,3,3,2,24,4,28.6,3.0,63.6,33.3,75.0,11.4,77.3,4.5,46.4,16.7,53.8,2.73,0.27
bw2caybg3rvaw4phdpfesxq1g,D. de la Cruz,Ecuador,1279,15,9,1,0,0,8,5,0,7,1,0,0,0,0,3,0,10,1,1,0,3,0,8,68,26,44,15,11,0,0,66,3,52,28,16,1,22,16,27,13,33.1,0.0,62.5,0.0,53.3,20.0,66.7,0.0,38.2,48.1,57.1,1.22,-0.22
e040k0rnrtmfngmok97931qay,C. Romaña,Colombia,1279,6,2,0,0,0,2,0,0,4,0,0,0,4,0,0,0,2,0,0,0,4,0,2,11,5,1,0,2,0,0,71,1,65,23,19,1,15,14,83,49,27.1,0.0,0.0,0.0,33.3,0.0,33.3,66.7,45.5,59.0,82.6,0.59,-0.59
9ng3r1au4q01ixq42sfn9x3h1,J. Fuentes,Chile,1279,13,8,0,0,0,9,6,0,3,0,1,0,2,0,2,0,8,0,1,0,7,0,8,10,6,1,0,5,0,0,87,4,61,29,22,2,17,12,38,24,29.2,0.0,66.7,0.0,69.2,15.4,61.5,15.4,60.0,63.2,75.9,0.99,-0.99
by4t4rs2gy19p0rvhucdv5d5h,G. Allison,Liga MX,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40,0,40,1,1,0,0,0,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,100.0,0.0,0.0
e53e4x6k52ge0ubhmi2huiiy2,Lucas Arcanjo,Brasil A,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,33,0,33,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
l4rbm35vbn136hutia3pksiy,O. Herrera,Liga MX,1277,44,29,5,1,0,13,10,1,26,4,5,0,6,0,6,2,27,3,0,0,17,2,29,69,26,42,12,24,0,0,70,13,38,27,12,1,15,13,45,24,18.0,7.7,76.9,20.0,29.5,13.6,61.4,13.6,37.7,53.3,44.4,5.88,-0.88
awk3ybb2iz7m8491d8dwnif9x,D. Cataño,Colombia,1277,34,20,4,1,0,21,10,1,11,2,2,1,1,1,6,1,26,2,0,0,7,2,16,35,15,18,7,31,0,0,57,7,32,18,14,2,1,0,9,1,30.9,4.8,47.6,25.0,61.8,17.6,76.5,2.9,42.9,11.1,77.8,3.53,0.47
etnsfpvycys5p4dzoyjd11gx5,S. Prieto,Argentina,1276,18,10,0,0,0,13,7,0,5,0,0,0,0,0,1,0,5,0,0,0,5,0,12,36,21,14,9,8,0,0,77,3,65,28,22,0,14,11,29,16,34.6,0.0,53.8,0.0,72.2,5.6,27.8,0.0,58.3,55.2,78.6,1.16,-1.16
7h36axzty9eyikt60s600ehnt,M. Puerta,Colombia,1276,6,4,0,1,0,1,1,0,5,0,0,0,0,0,4,0,1,0,0,0,3,0,5,16,6,10,3,12,0,0,44,4,32,26,22,1,19,14,30,12,28.1,0.0,100.0,0.0,16.7,66.7,16.7,0.0,37.5,40.0,84.6,1.47,-1.47
ei43gdk6nwwixvta5uybx07e2,S. Solari,Argentina,1275,47,30,3,2,0,19,11,0,22,2,6,1,4,1,8,1,27,0,11,0,20,2,30,70,25,46,17,16,0,0,76,14,45,24,15,3,4,4,58,30,19.7,0.0,57.9,0.0,40.4,17.0,57.4,8.5,35.7,51.7,62.5,6.64,-3.64
82imcjreoda7506l39apvcwh6,Vitinho,Brasil A,1275,33,17,5,2,0,5,4,0,19,3,9,2,5,0,6,2,11,2,9,2,14,2,14,33,12,21,8,19,0,0,56,5,32,28,17,3,15,11,75,27,24.4,0.0,80.0,0.0,15.2,18.2,33.3,15.2,36.4,36.0,60.7,6.43,-1.43
alcsob4r4cteko0p7n99lwpka,B. Gil,Colombia,1274,97,64,13,4,0,13,8,0,74,7,10,6,41,6,28,2,20,5,3,3,64,9,59,50,16,26,9,39,0,0,41,7,18,11,10,0,8,2,140,63,22.0,0.0,61.5,0.0,13.4,28.9,20.6,42.3,32.0,45.0,90.9,15.65,-2.65
4i038gm2968kwwrsl3vfzq3th,Titi,Brasil B,1272,9,4,0,0,0,1,0,0,7,0,1,0,7,0,0,0,0,0,0,0,8,0,4,7,4,3,2,7,0,0,60,2,49,25,14,1,20,15,50,25,31.6,0.0,0.0,0.0,11.1,0.0,0.0,77.8,57.1,50.0,56.0,1.19,-1.19
6mn25j46ioghvzor0goeczwbu,Maurício Garcez,Brasil B,1271,74,46,7,1,0,28,16,0,40,7,6,0,19,3,11,3,31,0,15,1,28,3,42,82,36,55,25,22,0,0,65,19,41,18,14,3,7,6,112,50,25.7,0.0,57.1,0.0,37.8,14.9,41.9,25.7,43.9,44.6,77.8,8.53,-1.53
elibn4o65l8afy69rfyqf299m,D. Pazmiño,Ecuador,1271,47,30,2,3,0,32,21,1,14,0,1,1,0,0,6,0,36,2,6,1,10,1,29,49,26,24,12,44,0,0,74,9,44,37,21,2,12,9,5,1,22.4,3.1,65.6,50.0,68.1,12.8,76.6,0.0,53.1,20.0,56.8,5.69,-3.69
ei6eu9m1a4h0z3rkc3rrl6o6h,Matheusinho,Brasil A,1270,26,14,2,1,0,12,4,0,11,2,3,0,1,0,7,2,14,0,4,0,13,1,15,72,38,39,18,26,0,0,105,15,71,26,15,4,23,16,11,2,30.0,0.0,33.3,0.0,46.2,26.9,53.8,3.8,52.8,18.2,57.7,3.42,-1.42
2eavcz1561d4v27z6e9gzll2h,Maycon,Brasil A,1270,10,6,3,2,0,7,3,1,3,2,0,0,0,0,3,2,1,0,1,0,3,1,3,12,6,3,2,9,0,0,61,4,43,26,17,4,8,6,21,5,31.8,14.3,42.9,33.3,70.0,30.0,10.0,0.0,50.0,23.8,65.4,2.25,0.75
2j3c2fh1w3cij41r0u4y0jw15,I. Villalba,Argentina,1270,10,6,2,1,0,0,0,0,10,2,0,0,8,1,2,1,0,0,0,0,9,2,6,3,1,1,0,5,0,0,48,0,45,25,16,0,20,15,101,59,12.6,0.0,0.0,0.0,0.0,20.0,0.0,80.0,33.3,58.4,64.0,2.08,-0.08
2q0vno8xtu6i9ralud9jj2r4l,E. Brítez,Brasil A,1270,10,1,0,0,0,2,0,0,7,0,1,0,8,0,0,0,1,0,0,0,8,0,6,8,3,2,0,6,0,0,65,2,56,24,14,1,20,15,73,40,33.4,0.0,0.0,0.0,20.0,0.0,10.0,80.0,37.5,54.8,58.3,1.23,-1.23
58257e972sh1bf8l25020r74l,M. Meli,Ecuador,1269,20,16,0,1,0,14,10,0,6,0,0,0,0,0,4,0,13,0,1,0,8,0,17,25,12,13,6,6,0,0,87,6,64,41,27,4,11,8,38,19,21.0,0.0,71.4,0.0,70.0,20.0,65.0,0.0,48.0,50.0,65.9,2.12,-2.12
dneo628ad0z1j9wjiznmlh52h,J. Bell,MLS,1269,3,1,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,1,12,10,1,1,1,0,0,55,3,47,17,12,1,15,8,41,22,22.4,0.0,100.0,0.0,33.3,0.0,0.0,66.7,83.3,53.7,70.6,0.3,-0.3
7ojgd2v5bz029yahuej339xt6,Miquéias,Brasil B,1268,21,10,1,2,0,10,6,0,11,1,0,0,1,0,7,0,10,1,1,1,10,0,10,18,3,8,2,16,0,0,70,6,46,28,16,4,7,4,36,18,39.1,0.0,60.0,0.0,47.6,33.3,47.6,4.8,16.7,50.0,57.1,3.39,-2.39
ewdzd4qfxa4t6vr7ju1hbzok4,Lucas Adell,Brasil B,1266,2,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,4,4,0,0,4,0,0,50,0,43,9,4,0,14,11,50,25,24.1,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,50.0,44.4,0.26,-0.26
53y60kmc4724c9rlq93a7hrkl,R. Delgado,Argentina,1266,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,15,9,1,0,6,0,0,67,3,57,35,22,1,25,21,60,34,24.4,0.0,100.0,0.0,100.0,0.0,50.0,0.0,60.0,56.7,62.9,0.08,-0.08
5fcx7aiflhvguztjw8mp53b9x,J. Cádiz,Liga MX,1266,93,58,13,5,0,17,11,0,71,13,5,0,21,1,37,8,32,3,11,3,60,6,50,18,7,8,4,19,0,0,28,6,17,15,9,4,1,1,160,86,19.5,0.0,64.7,0.0,18.3,39.8,34.4,22.6,38.9,53.8,60.0,14.99,-1.99
17pwa5zfapelghm4fxdqea2g9,A. Martínez,Argentina,1265,71,40,18,5,0,9,2,1,47,11,15,6,19,4,28,9,7,2,8,5,46,9,26,23,8,19,7,24,0,0,68,16,27,18,9,1,8,6,119,33,25.0,11.1,22.2,5.6,12.7,39.4,9.9,26.8,34.8,27.7,50.0,14.03,3.97
309b0xjqe390a9zrq4884ybfu,R. Briones,Ecuador,1264,34,20,4,3,0,15,8,2,12,2,7,0,5,0,4,1,17,3,3,0,16,2,21,83,33,46,18,30,0,0,79,13,52,31,16,3,6,5,17,9,21.0,13.3,53.3,50.0,44.1,11.8,50.0,14.7,39.8,52.9,51.6,6.23,-2.23
cfns9sq5b6e5xhi8g023m385,F. Bustos,Argentina,1264,10,3,0,0,0,5,2,0,4,0,1,0,0,0,2,0,7,0,1,0,4,0,4,18,3,10,0,9,0,0,65,5,51,24,15,0,16,12,11,6,42.9,0.0,40.0,0.0,50.0,20.0,70.0,0.0,16.7,54.5,62.5,0.96,-0.96
b4j56svj3r32qon5qh0wp0lat,D. Castillo,Chile,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,28,0,27,1,1,0,0,0,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0
6nnixuo7p0alak7c7qbzy6tw,E. Mendoza,Ecuador,1263,56,32,8,1,0,20,7,2,34,6,2,0,10,3,11,1,24,4,5,0,20,4,32,101,30,58,17,16,0,0,62,10,37,15,11,2,8,4,64,26,23.3,10.0,35.0,25.0,35.7,19.6,42.9,17.9,29.7,40.6,73.3,6.45,1.55
27ycccjtitwia66z15xtjf8q1,Alisson,Brasil B,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40,0,40,0,0,0,0,0,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
7qhtzau92pghywcovf29pk8pg,Bruno Caicedo,Ecuador,1262,51,30,3,1,0,11,7,0,36,2,4,1,6,1,7,0,32,2,6,0,15,2,28,93,32,63,21,19,0,0,69,7,41,9,4,0,11,8,55,17,21.8,0.0,63.6,0.0,21.6,13.7,62.7,11.8,34.4,30.9,44.4,6.84,-3.84
7yngrviue4iji7w0f9ql07j6x,Samuel Lino,Brasil A,1262,46,36,4,1,0,10,8,0,31,1,5,3,8,1,8,1,23,1,3,0,15,3,32,62,31,46,26,24,0,0,53,10,31,26,17,4,3,3,17,8,21.8,0.0,80.0,0.0,21.7,17.4,50.0,17.4,50.0,47.1,65.4,6.4,-2.4
40r697pq53er9cir2o46yk91x,F. Quignón,Argentina,1262,4,4,1,1,0,2,2,0,2,1,0,0,1,1,1,0,0,0,0,0,3,1,3,18,12,5,3,6,0,0,86,4,61,54,32,2,19,14,36,18,14.4,0.0,100.0,0.0,50.0,25.0,0.0,25.0,66.7,50.0,59.3,1.13,-0.13
c783je42pkpe4qh49l29uc12i,C. Villalba,Argentina,1260,6,4,0,0,0,3,1,0,2,0,1,0,0,0,2,0,4,0,0,0,3,0,4,22,8,9,1,14,0,0,93,9,58,60,37,3,33,22,57,32,24.5,0.0,33.3,0.0,50.0,33.3,66.7,0.0,36.4,56.1,61.7,0.62,-0.62
64ky4oxgi2cr86u6153h1un84,A. Luna,Argentina,1260,36,20,0,1,0,24,14,0,11,0,1,0,1,0,3,0,27,0,1,0,10,0,21,73,23,30,8,13,0,0,76,13,42,39,22,4,7,4,27,13,31.3,0.0,58.3,0.0,66.7,8.3,75.0,2.8,31.5,48.1,56.4,3.41,-3.41
32gh81kr66k39vlcfkotbjcpg,Kauã Moraes,Brasil B,1258,13,7,1,0,0,5,1,0,6,0,2,1,0,0,3,1,5,0,1,0,6,0,8,28,7,18,3,22,0,0,59,5,47,30,22,3,12,10,20,10,26.1,0.0,20.0,0.0,38.5,23.1,38.5,0.0,25.0,50.0,73.3,1.46,-0.46
33uww15j5hlorant2ba2rl9g4,L. Riascos,Colombia,1257,18,11,4,0,0,9,5,2,7,1,2,1,0,0,3,1,13,3,0,0,3,1,7,31,15,15,7,12,0,0,59,3,50,40,31,2,13,11,19,8,26.0,22.2,55.6,50.0,50.0,16.7,72.2,0.0,48.4,42.1,77.5,1.75,2.25
bj3lt3rad9p93r4soac60f651,I. Jeraldino,Chile,1257,55,37,12,5,0,21,14,1,27,9,7,2,12,1,16,7,23,3,2,1,19,5,29,28,13,14,4,23,0,0,49,12,17,23,18,5,4,1,123,46,24.4,4.8,66.7,8.3,38.2,29.1,41.8,21.8,46.4,37.4,78.3,9.98,2.02
5a1jlrtl6pezuwkzcm40ab179,B. Cortés,Chile,1257,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,45,0,45,2,2,0,1,1,5,4,3.8,100.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,80.0,100.0,0.04,0.96
c99ykgcq7awzgsjpt9g4xnvxm,D. Nealis,MLS,1256,10,5,1,0,0,2,0,0,6,1,2,0,2,0,2,0,5,1,0,0,6,1,4,16,7,9,5,8,0,0,43,7,31,23,18,0,9,7,42,21,24.0,0.0,0.0,0.0,20.0,20.0,50.0,20.0,43.8,50.0,78.3,1.34,-0.34
dtpz0208gtkwrxm2z0cv1bpey,T. Durso,Argentina,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,0,22,1,1,0,0,0,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.7,100.0,0.0,0.0
aevk7yjo0gjbppcpqeb0siead,É. Aguirre,Liga MX,1256,3,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,0,2,0,3,13,8,7,4,14,0,0,51,2,42,31,23,2,26,20,29,15,19.4,0.0,0.0,0.0,33.3,0.0,66.7,33.3,61.5,51.7,74.2,0.41,-0.41
dfajn64xnkpiqf0eng0p9b9bd,Matheuzinho,Brasil A,1255,30,28,4,1,0,11,10,0,19,4,0,0,1,0,14,4,4,0,5,1,7,1,24,52,20,20,6,21,0,0,85,7,65,20,16,1,12,6,32,12,15.1,0.0,90.9,0.0,36.7,46.7,13.3,3.3,38.5,37.5,80.0,3.67,0.33
8vr8czso89k9sjgl1j60e1cr9,Gabriel Vasconcelos,Brasil A,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,29,0,29,3,1,0,0,0,10,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,33.3,0.0,0.0
86xryaqhhj17oun6s1bs4iytx,Marcos Rocha,Brasil A,1255,7,7,0,0,0,6,6,0,0,0,1,0,0,0,0,0,6,0,1,0,4,0,7,16,5,9,4,14,0,0,59,3,53,41,29,5,20,16,24,10,16.0,0.0,100.0,0.0,85.7,0.0,85.7,0.0,31.2,41.7,70.7,0.48,-0.48
1tkq6knbo350vy0o8aieijmxh,Paulo Vítor,Brasil B,1254,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,50,0,50,1,0,0,0,0,14,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.7,0.0,0.79,-0.79
7oy5d0ogil2w7x1m4egw6l2j8,D. Ramírez,Colombia,1254,8,4,0,1,0,0,0,0,7,0,1,0,6,0,0,0,2,0,0,0,7,0,6,3,2,1,0,2,0,0,58,0,55,25,23,2,13,11,55,33,20.8,0.0,0.0,0.0,0.0,0.0,25.0,75.0,66.7,60.0,92.0,1.94,-1.94
chh0vh8llvxw4desjg9tyo44p,Matheus Pereira,Brasil A,1253,12,9,1,1,0,11,8,1,1,0,0,0,0,0,1,0,1,0,0,0,2,0,8,22,13,7,3,17,0,0,66,4,44,22,9,0,20,14,19,9,27.7,9.1,72.7,100.0,91.7,8.3,8.3,0.0,59.1,47.4,40.9,1.36,-0.36
hxbav9my0fbk7d439q0ma385,F. Torijano,Colombia,1253,10,5,1,1,0,2,1,0,7,0,1,1,8,1,0,0,1,0,0,0,8,1,5,1,1,0,0,2,0,0,50,1,49,10,9,0,13,13,93,69,26.4,0.0,50.0,0.0,20.0,0.0,10.0,80.0,100.0,74.2,90.0,2.02,-1.02
4otr8rf2y77v2sdkf8z81hwq1,L. Rodríguez,Liga MX,1253,34,24,2,1,0,19,15,0,11,0,4,2,5,2,4,0,12,0,0,0,13,2,23,63,24,25,11,17,0,0,74,13,46,43,24,5,11,8,21,7,22.6,0.0,78.9,0.0,55.9,11.8,35.3,14.7,38.1,33.3,55.8,3.95,-1.95
4jzs9brbusuj4o63v8feaouz9,E. Vecchio,Chile,1253,25,16,6,1,0,7,4,1,15,4,3,1,2,1,11,4,8,1,0,0,9,4,13,19,7,6,2,36,0,0,55,6,36,4,2,1,0,0,19,3,24.4,14.3,57.1,16.7,28.0,44.0,32.0,8.0,36.8,15.8,50.0,3.74,2.26
bdibb4tinr5kyhu8va15rmok5,M. Meza,Argentina,1252,25,13,4,1,0,10,4,1,14,2,1,1,6,2,7,1,12,1,1,0,13,3,11,48,18,22,8,19,0,0,54,3,41,42,26,6,8,7,40,26,31.8,10.0,40.0,25.0,40.0,28.0,48.0,24.0,37.5,65.0,61.9,3.24,0.76
9yhauzfvv68l731gupb3uqmzt,Artur,Brasil A,1252,45,25,5,1,0,16,7,1,28,4,1,0,4,0,15,2,5,0,12,3,16,0,20,67,31,41,21,38,0,0,70,15,41,15,12,4,11,7,19,9,29.8,6.2,43.8,20.0,35.6,33.3,11.1,8.9,46.3,47.4,80.0,5.28,-0.28
1fvm29ljmg0jgdqtxhn7a7gno,S. Rivero,Argentina,1252,27,15,1,0,0,20,12,1,7,0,0,0,1,0,5,0,0,0,0,0,12,1,16,65,28,23,12,28,0,0,89,10,55,37,21,3,5,4,41,13,23.0,5.0,60.0,100.0,74.1,18.5,0.0,3.7,43.1,31.7,56.8,1.7,-0.7
d6pdees4dyeloza4ya3jqd5d6,H. Kessler,MLS,1252,7,3,1,0,0,1,1,1,6,0,0,0,6,0,0,0,1,1,0,0,6,0,3,5,3,0,0,2,0,0,73,1,67,21,14,1,10,7,58,28,37.3,100.0,100.0,100.0,14.3,0.0,14.3,85.7,60.0,48.3,66.7,0.81,0.19
aqkesczefhflo2f7tyfjnkted,M. Borja,Argentina,1251,97,59,24,4,0,13,6,2,67,14,17,8,27,7,33,10,27,5,6,1,65,14,41,33,16,23,9,20,0,0,40,9,18,25,18,6,2,2,85,40,22.5,15.4,46.2,8.3,13.4,34.0,27.8,27.8,48.5,47.1,72.0,16.47,7.53
361wt7yood42zylmsotzgyjth,G. Banguera,Colombia,1251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,21,1,0,0,0,0,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
6s4ho9tjxiof3x77cykk2meqc,A. Dramisino,Brasil B,1251,23,10,1,1,0,11,5,0,12,1,0,0,2,0,7,1,12,0,0,0,8,1,12,28,10,14,5,19,0,0,71,8,45,37,24,5,18,10,25,7,32.8,0.0,45.5,0.0,47.8,30.4,52.2,8.7,35.7,28.0,64.9,2.77,-1.77
27fyf4lu42ovf02lksw45pjo5,S. Frei,MLS,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32,1,0,0,0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,0.0,0.0,0.0
anxby26pfxpu4u5bfy9nbuvah,Emerson Royal,Brasil A,1250,15,9,1,0,0,5,4,0,8,0,2,1,5,1,3,0,6,0,0,0,8,1,11,19,7,10,3,14,0,0,48,4,38,29,18,1,20,13,53,31,28.5,0.0,80.0,0.0,33.3,20.0,40.0,33.3,36.8,58.5,62.1,1.72,-0.72
75gfdlz4jlyyh3yo6kgtsu7e1,Albano,Brasil B,1249,38,27,1,1,0,24,16,1,14,0,0,0,1,0,4,0,1,0,5,0,15,1,26,43,18,22,9,33,0,0,66,3,50,16,8,1,8,4,17,3,28.9,4.2,66.7,100.0,63.2,10.5,2.6,2.6,41.9,17.6,50.0,3.55,-2.55
f3lhirj8x9hkhm1ddoc8bwa38,E. Pata,Ecuador,1249,43,27,2,2,0,18,11,0,21,2,4,0,0,0,7,0,31,2,2,0,12,0,26,74,21,50,14,26,0,0,70,13,38,16,11,2,8,4,13,6,21.6,0.0,61.1,0.0,41.9,16.3,72.1,0.0,28.4,46.2,68.8,5.98,-3.98
8l0cspqghxzham6ltd2wvsjjd,P. Ruiz,MLS,1249,16,9,0,3,0,14,8,0,2,0,0,0,0,0,2,0,0,0,0,0,3,0,11,18,9,3,1,31,0,0,72,6,47,31,19,4,6,3,11,4,21.1,0.0,57.1,0.0,87.5,12.5,0.0,0.0,50.0,36.4,61.3,3.19,-3.19
e9ncv73w66xi33fb1x6n0zey2,G. Pérez,Argentina,1248,4,2,0,0,0,2,1,0,1,0,1,0,2,0,0,0,2,0,0,0,3,0,2,8,3,0,0,3,0,0,84,1,73,39,25,1,42,31,37,16,33.0,0.0,50.0,0.0,50.0,0.0,50.0,50.0,37.5,43.2,64.1,0.45,-0.45
